#{"t_start": 1691064604.8087392, "env_id": null}
r,l,t
-0.9375,4,1.262082
0.0,6,1.263421
-0.96875,5,1.26451
-0.96875,5,1.26581
-0.9375,4,1.266777
-0.96875,5,1.267869
0.0,6,1.26921
0.0,6,1.270492
-0.96875,5,1.271713
0.0,6,1.273157
0.0,6,1.274599
0.0,6,1.276274
0.0,6,1.277843
-0.96875,5,1.278956
0.0,6,1.280251
-0.96875,5,1.281558
-0.96875,5,1.282893
0.0,6,1.284244
0.0,6,1.285613
-0.96875,5,1.286707
0.0,6,1.288135
-0.96875,5,1.289319
0.0,6,1.290859
-0.9375,4,1.292017
0.0,6,1.294018
-0.96875,5,1.295137
0.0,6,1.296764
-0.96875,5,1.297851
0.0,6,1.299503
-0.9375,4,1.300548
-0.9375,4,1.301446
0.0,6,1.302793
0.0,6,1.304162
0.0,6,1.305585
-0.96875,5,1.306915
-0.96875,5,1.308129
-0.9375,4,1.309458
-0.96875,5,1.310926
-0.9375,4,1.311876
0.0,6,1.313271
0.0,6,1.314836
-0.96875,5,1.316016
0.0,6,1.317409
0.0,6,1.318951
-0.96875,5,1.320315
-0.96875,5,1.321515
0.0,6,1.323053
-0.9375,4,1.324088
-0.96875,5,1.325666
0.0,6,1.327199
-0.96875,5,1.328374
-0.96875,5,1.329541
0.0,6,1.33108
0.0,6,1.332465
0.0,6,1.33398
0.0,6,1.335585
-0.96875,5,1.336892
-0.96875,5,1.338165
-0.9375,4,1.33911
-0.9375,4,1.340046
-0.9375,4,1.341035
-0.96875,5,1.342138
0.0,6,1.343483
0.0,6,1.34501
-0.9375,4,1.346323
-0.96875,5,1.347947
0.0,6,1.349391
-0.9375,4,1.350322
-0.96875,5,1.351694
-0.96875,5,1.353021
-0.96875,5,1.354274
-0.9375,4,1.355242
0.0,6,1.356792
-0.9375,4,1.35786
-0.96875,5,1.359039
-0.96875,5,1.360209
0.0,6,1.361688
0.0,6,1.36298
0.0,6,1.364298
0.0,6,1.365554
-0.96875,5,1.366797
-0.9375,4,1.367717
-0.96875,5,1.368789
-0.96875,5,1.369855
-0.96875,5,1.370997
0.0,6,1.372358
0.0,6,1.373617
-0.9375,4,1.374485
-0.96875,5,1.375723
0.0,6,1.377116
0.0,6,1.3788
0.0,6,1.380072
0.0,6,1.381469
0.0,6,1.382756
-0.9375,4,1.383629
-0.96875,5,1.384791
0.0,6,1.386194
-0.9375,4,1.387065
0.0,6,1.388337
0.0,6,1.389704
-0.96875,5,1.390853
-0.96875,5,1.39192
-0.96875,5,1.393212
0.0,6,1.394758
0.0,6,1.396679
0.0,6,1.39802
0.0,6,1.399376
0.0,6,1.400669
0.0,6,1.402447
0.0,6,1.403761
0.0,6,1.405118
-0.96875,5,1.406229
0.0,6,1.407613
0.0,6,1.409149
-0.9375,4,1.410136
0.0,6,1.411694
0.0,6,1.413598
-0.9375,4,1.414522
-0.96875,5,1.415621
0.0,6,1.417073
-0.96875,5,1.418271
0.0,6,1.41969
0.0,6,1.421081
-0.96875,5,1.422183
0.0,6,1.423625
-0.96875,5,1.424718
-0.9375,4,1.425942
-0.96875,5,1.427169
-0.96875,5,1.428704
0.0,6,1.430401
-0.96875,5,1.431517
-0.96875,5,1.43264
-0.9375,4,1.433638
0.0,6,1.435591
0.0,6,1.436952
-0.96875,5,1.438115
0.0,6,1.439499
-0.96875,5,1.440598
0.0,6,1.441955
0.0,6,1.443415
-0.96875,5,1.445003
0.0,6,1.446728
0.0,6,1.448124
0.0,6,1.449418
0.0,6,1.45089
0.0,6,1.452386
0.0,6,1.453899
0.0,6,1.455206
0.0,6,1.456638
-0.96875,5,1.457733
0.0,6,1.459146
-0.9375,4,1.460072
0.0,6,1.462206
-0.96875,5,1.463488
0.0,6,1.464872
0.0,6,1.46621
-0.9375,4,1.467239
0.0,6,1.468627
0.0,6,1.470241
-0.96875,5,1.471467
0.0,6,1.47302
-0.96875,5,1.474181
0.0,6,1.475534
0.0,6,1.476827
0.0,6,1.478263
-0.9375,4,1.479157
-0.9375,4,1.480047
-0.96875,5,1.481146
0.0,6,1.482542
0.0,6,1.483906
-0.9375,4,1.484802
-0.96875,5,1.48596
-0.96875,5,1.48716
0.0,6,1.488548
0.0,6,1.48991
-0.9375,4,1.490823
0.0,6,1.492284
-0.9375,4,1.493203
-0.9375,4,1.494122
-0.96875,5,1.495348
-0.96875,5,1.496522
-0.96875,5,1.49767
0.0,6,1.498981
-0.96875,5,1.500076
-0.96875,5,1.501306
0.0,6,1.502607
0.0,6,1.50395
0.0,6,1.50524
-0.96875,5,1.506445
-0.96875,5,1.507608
-0.96875,5,1.509107
-0.9375,4,1.510014
0.0,6,1.511395
-0.96875,5,1.512555
-0.96875,5,1.513697
0.0,6,1.514999
0.0,6,1.516424
0.0,6,1.517767
0.0,6,1.519294
-0.96875,5,1.520604
-0.96875,5,1.521808
0.0,6,1.523201
0.0,6,1.524522
