#{"t_start": 1691064728.5882711, "env_id": null}
r,l,t
0.0,6,1.635995
-0.96875,5,1.637307
0.0,6,1.639103
0.0,6,1.659233
-0.9375,4,1.660972
-0.96875,5,1.662731
-0.96875,5,1.664257
-0.96875,5,1.666026
0.0,6,1.668015
0.0,6,1.669648
0.0,6,1.671323
0.0,6,1.673143
0.0,6,1.674987
0.0,6,1.676635
0.0,6,1.678615
-0.96875,5,1.680533
-0.96875,5,1.68243
-0.96875,5,1.683836
-0.96875,5,1.685266
0.0,6,1.686875
0.0,6,1.688667
-0.96875,5,1.690157
0.0,6,1.691819
0.0,6,1.693534
0.0,6,1.695239
0.0,6,1.696891
0.0,6,1.698586
0.0,6,1.700842
0.0,6,1.702936
0.0,6,1.704706
0.0,6,1.706431
-0.96875,5,1.707891
-0.96875,5,1.709506
-0.96875,5,1.711054
-0.96875,5,1.712415
0.0,6,1.714057
-0.96875,5,1.71575
0.0,6,1.718198
-0.96875,5,1.719731
-0.96875,5,1.721159
0.0,6,1.723019
-0.96875,5,1.724397
0.0,6,1.725991
-0.96875,5,1.727396
-0.96875,5,1.728845
-0.9375,4,1.729924
0.0,6,1.73161
-0.96875,5,1.733507
-0.96875,5,1.735504
0.0,6,1.737255
-0.9375,4,1.738385
-0.96875,5,1.739978
-0.96875,5,1.741488
-0.96875,5,1.742859
-0.9375,4,1.744083
0.0,6,1.745753
0.0,6,1.747453
0.0,6,1.749423
0.0,6,1.751463
0.0,6,1.753309
0.0,6,1.7551
-0.96875,5,1.756488
-0.96875,5,1.757935
0.0,6,1.759655
0.0,6,1.761545
0.0,6,1.763129
-0.9375,4,1.764204
0.0,6,1.765928
0.0,6,1.767687
0.0,6,1.769429
-0.9375,4,1.770547
-0.9375,4,1.771633
0.0,6,1.773319
0.0,6,1.77495
-0.9375,4,1.776029
-0.96875,5,1.777388
-0.96875,5,1.778814
0.0,6,1.78043
0.0,6,1.782159
-0.96875,5,1.783706
0.0,6,1.785418
0.0,6,1.786938
-0.96875,5,1.788286
0.0,6,1.789823
-0.96875,5,1.791125
0.0,6,1.792576
-0.96875,5,1.793716
0.0,6,1.795098
0.0,6,1.796564
0.0,6,1.797947
0.0,6,1.799518
0.0,6,1.800906
-0.96875,5,1.802156
-0.96875,5,1.80328
0.0,6,1.804664
-0.96875,5,1.805878
0.0,6,1.807458
-0.96875,5,1.809026
0.0,6,1.810671
-0.96875,5,1.811813
-0.9375,4,1.812821
0.0,6,1.814203
0.0,6,1.81559
-0.96875,5,1.816806
0.0,6,1.818273
0.0,6,1.819664
0.0,6,1.820995
0.0,6,1.82237
0.0,6,1.824081
